,Class,News
434,1,increase number shares based option rights granted management company stock option plan
435,2,planning expand product portfolio harbor segment chief executive pekka lundmark told financial times deutschland
436,1,offices worldwide pct net sales generated outside finland
437,1,branches finland annual revenue finland
438,2,kaukotelko press release telko group kaukotelko expanding strategic partnership bp industrial lubricants services bp ils acquiring total ownership bp s swedish retail company moluballoy ab
439,1,milan afx italian shipping group grimaldi increased stake finnish company finnlines pct pct held june according news agency ansa
440,1,nokia messaging enables customers receive emails email accounts mobile phone supporting pop imap email services
441,2,production capacity rise gradually tonnes tonnes
442,2,ramirent s danish subsidiary ramirent today signed agreement acquire business assets machinery rental company jydsk materiel udlejning located west jutland
443,1,share repurchase helsinki stock exchange behalf sampo plc danske bank helsinki branch
444,1,solidium picked tikkurila shares dividend book value eur share
445,1,takoma carry transaction acquiring entire share capital moventas parkano oy runs factory parkano southern finland
446,2,agreement provide switch double converter capacity whilst opening manufacturing locations china
447,1,building owner developer sun hung kai properties group largest property companies hong kong developing types premium residential commercial projects sale investment
448,1,companies aim finalize negotiations sign contracts start october
449,1,companies signed letter intent sale september envisaged seal actual agreement january
450,2,company said november real estate fund ky signed agreement finnish window maker fenestra oy build window plant forssa southern finland
451,2,company committed expanding apollo portfolio
452,1,contract signed yesterday run years includes twoyear extension option
453,1,contract covers installation training startup services
454,1,contract value amounts eurm company added
455,2,contracts signed acquire uranium produced sotkamo nickelzinc eastern finland owned talvivaara
456,1,expanded agreement covers sale marketing distribution benefon s navigation locator devices china
457,2,omx nordic omxn index comprising traded nordic stocks nasdaq omx exchange closed points wednesday
458,2,omx nordic omxn index comprising traded nordic stocks nasdaq omx exchange closed points friday
459,1,tietoenator signed agreement acquire indian research development rd services provider turnkey software solutions developer fortuna technologies pvt mln euro mln september
460,1,number means creating added value stakeholders
461,2,terms offtake agreement talvivaara cameco provide upfront investment maximum million cover construction cost uranium extraction circuit
462,2,vaisala oyj press release september vaisala signed contract sell oxygen measurement technology business sick maihak gmbh
463,2,beijing xfnasia hong konglisted standard chartered bank said signed china mobile phone dealer financing agreement nokia making foreign bank offer financing country s small medium enterprise lr
464,1,provides summary medical equipment pipeline products company developing
465,1,course talks coming new projects involve material handling konecranes president ceo pekka lundmark said asked talking reliance industries supplying equipment upcoming refinery jamnagar
466,2,lidskoe pivo s investment program foresees integrated modernization production updating transport logistics infrastructure developing new marketing instruments mikshis said
467,2,residentialconstruction particular picked markets
468,1,ruukki included djsi world second year running european djsi stoxx year running
469,1,sale oxygen measurement business strengthens goal focus chosen market segments
470,1,corresponding increase euros ahlstrom s share capital entered trade register today
471,1,august latvijas finieris ordered production lines new green veneer built ukmerge central lithuania
472,1,finnish house manufacturers targeting strongly growing onefamily house market russia
473,2,transaction alma media raised stake talentum shares voting rights
474,1,aldata said number operational aspects defined microsoft details product market initiatives resulting agreement available later date
