,News
1924,"['process', 'technology', 'project', 'management', 'basic', 'engineering', 'quality', 'assurance', 'forest', 'industry', 'consolidated', 'vantaa', 'southern', 'finland']"
2347,"['joint', 'venture', 'invest', 'eur', 'production', 'technology', 'straight', 'away']"
1926,"['social', 'plan', 'negotiation', 'year', 'turnaround', 'program', 'expected', 'ensure', 'salomon', 's', 'future', 'competitiveness']"
2589,"['building', 'condominium', 'built', 'stage']"
783,"['acquisition', 'expected', 'improve', 'access', 'chrome', 'ore', 'resource', 'turkey']"
1610,"['board', 'director', 'proposed', 'dividend', 'eur', 'outstanding', 'share', 'paid']"
2992,"['job', 'transferred', 'finland']"
229,"['adp', 'news', 'feb', 'finnish', 'fishing', 'tackle', 'company', 'rapala', 'vmc', 'corp', 'hel', 'rapv', 'said', 'today', 'net', 'profit', 'rose', 'eur', 'million', 'usd', 'm', 'eur', 'million']"
857,"['known', 'post', 'bank', 'concept', 'fidelity', 'bank', 'rolling', 'office', 'ghana', 'post', 'premise', 'provide', 'financial', 'service', 'people']"
3158,"['acquisition', 'financed', 'billion', 'debt', 'arranged', 'goldman', 'sachs']"
408,"['company', 'expand', 'offering', 'north', 'central', 'south', 'america']"
170,"['operating', 'profit', 'net', 'sale', 'threemonth', 'period', 'increased', 'respectively', 'eur', 'm', 'eur', 'm', 'compared', 'corresponding', 'period']"
540,"['rautakesko', 's', 'business', 'operation', 'norway', 'russia', 'acquired', 'july', 'included', 'figure', 'comparable', 'period', 'impacting', 'sale', 'growth', 'starting', 'august']"
2100,"['finnish', 'financial', 'software', 'developer', 'basware', 'oyj', 'said', 'today', 'provide', 'invoice', 'automation', 'ia', 'solution', 'unnamed', 'major', 'retail', 'company', 'usa', 'deal', 'worth', 'eur']"
2580,"['teleste', 'office', 'worldwide', 'listed', 'nordic', 'exchange', 'helsinki']"
2440,"['earnings', 'share', 'eur']"
3331,"['price', 'gmo', 'soy', 'lower', 'nongmo']"
4229,"['resident', 'access', 'block', 'planned', 'aleksandri', 'street']"
2598,"['company', 'operates', 'business', 'reportable', 'segment', 'including', 'banking', 'investment', 'service', 'nonlife', 'insurance']"
4524,"['increase', 'signaling', 'traffic', 'waste', 'network', 'resource', 'allows', 'fewer', 'smartphones', 'connect']"
1161,"['ahlstrom', 'corporation', 'stock', 'exchange', 'release', 'ahlstrom', 'global', 'leader', 'high', 'performance', 'fiberbased', 'material', 'today', 'announced', 'completion', 'acquisition', 'friend', 'group', 'consists', 'west', 'carrollton', 'parchment', 'company', 'west', 'carrollton', 'converting', 'company']"
1873,"['winner', 'included', 'honda', 'odyssey', 'minivan', 'nissan', 'armada', 'large', 'suv']"
4843,"['operating', 'profit', 'fell', 'eur', 'mn', 'eur', 'mn', 'including', 'vessel', 'sale', 'gain', 'eur', 'mn']"
3182,"['company', 'said', 'sell', 'approximately', 'hectare', 'land', 'city', 'valkeakoski', 'end', 'year', 'job', 'job', 'program']"
4834,"['hobby', 'hall', 's', 'sale', 'decrease', 'pct', 'implementing', 'new', 'information', 'involved', 'changing', 'principal', 'posting', 'sale']"
2875,"['efore', 'decided', 'establish', 'company', 'eletric', 'vehicle', 'ev', 'business', 'china']"
2091,"['diluted', 'loss', 'share', 'stood', 'eur', 'versus', 'eur']"
564,"['ruukki', 'forecast', 'annual', 'sale', 'growth', 'positive', 'pretax', 'result']"
3813,"['contract', 'value', 'amount', 'eur', 'million']"
4119,"['premature', 'talk', 'date', 'volume', 'investment', 'procedure', 'said']"
3463,"['yit', 'kausta', 'build', 'commercial', 'residential', 'highrises', 'virsuliskes', 'area']"
1721,"['proving', 'good', 'cellphone', 'design', 'truly', 'work', 'art', 'website', 'nokia', 'provides', 'colorful', 'canvas', 'expression', 'mobileinspired', 'sentiment']"
1272,"['juha', 'haapakoski', 'continue', 'editorinchief', 'budget', 'responsibility', 'new', 'publisher']"
3296,"['new', 'share', 'provide', 'shareholder', 'shareholder', 'right']"
4310,"['cramo', 's', 'manager', 'jarmo', 'laasanen', 'said', 'hiring', 'equipment', 'machinery', 'lithuania', 'differs', 'baltic', 'country', 'lithuania', 'public', 'structure', 'road', 'bridge', 'airport', 'shop', 'built']"
3972,"['vacon', 'aim', 'establish', 'presence', 'solar', 'energy', 'business', 'various', 'part', 'world', 'end', 'said', 'olli', 'teva', 'marketing', 'director', 'renewable', 'energy', 'application']"
2364,"['replay', 'available', 'october', 'following', 'number', 'caller', '££', 'nonus', 'caller', 'access', 'code']"
3144,"['tecnomen', 's', 'solution', 'used', 'prepaid', 'postpaid', 'billing', 'charging', 'rating', 'voice', 'video', 'call', 'data', 'traffic', 'kind', 'content', 'service', 'mobile', 'fixed', 'network']"
1172,"['altimo', 'teliasonera', 'said', 'yesterday', 'usmanov', 'welcome', 'join', 'new', 'company']"
3975,"['valmet', 'automotive', 'report', 'net', 'sale', 'eur', 'mn', 'operating', 'profit', 'eur', 'mn']"
325,"['earnings', 'share', 'januaryjune', 'eur', 'increase', 'yearonyear', 'eur']"
1051,"['year', 'lemminkainen', 'completed', 'kouvola', 'ksupermarket', 'contract']"
3189,"['company', 'expects', 'open', 'online', 'shop', 'summer']"
3126,"['layoff', 'implemented', 'using', 'parttime', 'employment', 'contract']"
2705,"['dialing', 'participant', 'quote', 'conference', 'id']"
3742,"['salo', 'finland', 'august', 'benefon', 'today', 'announced', 'plan', 'strengthen', 'inhouse', 'technology', 'platform', 'licensing', 'complete', 'mobile', 'software', 'platform', 'opna', 'longstanding', 'technology', 'partner', 'pollex']"
1196,"['chief', 'financial', 'officer', 'jim', 'heindlmeyer', 'said', 'oblivion', 'advanced', 'talk', 'major', 'recording', 'company', 'service']"
620,"['based', 'strong', 'customer', 'feedback', 'using', 'rpm', 'mobile', 'phone', 'manufacturer', 'operator', 'enterprise', 'developer', 'forum', 'significantly', 'increase', 'product', 'service', 'quality', 'userexperience', 'costefficiency', 'tulonen', 'continues']"
4385,"['situation', 'coated', 'magazine', 'printing', 'paper', 'continue', 'weak']"
2732,"['coker', 'crane', 'supplied', 'tesoro', 'corporation', 's', 'golden', 'eagle', 'refinery', 'martinez', 'california', 'similar', 'crane', 'delivered', 'bp', 's', 'castell', 'refinery', 'spain']"
1189,"['capman', 'asset', 'manager', 'eur', 'bn', 'worth', 'asset', 'management', 'nordic', 'region']"
328,"['eps', 'quarter', 'came', 'eur', 'eur', 'year', 'ago', 'ahead', 'forecast', 'eur']"
648,"['month', 'company', 's', 'net', 'loss', 'narrowed', 'eur', 'eur', 'million', 'corresponding', 'period']"
897,"['company', 'said', 'poland', 'profitability', 'program', 'launched', 'oborniki', 'steel', 'frame', 'sandwich', 'panel', 'plant']"
1338,"['south', 'america', 'asia', 'promising', 'market']"
1123,"['nordea', 'moving', 'new', 'headquarters', 'signifies', 'beginning', 'new', 'era']"
1714,"['teliasonera', 's', 'underlying', 'result', 'included', 'mln', 'skr', 'positive', 'oneoffs', 'adjusted', 'underlying', 'ebitda', 'actually', 'amount', 'bln', 'skr', 'clearly', 'expectation', 'analyst', 'said']"
4503,"['previously', 'concluded', 'adaptation', 'measure', 'concerning', 'personnel', 'adequate', 'time', 'raute', 'said']"
3980,"['subscribe', 'magazine']"
4801,"['operating', 'profit', 'fourth', 'quarter', 'went', 'eurm', 'eur', 'm', 'corresponding', 'period', 'included', 'cost', 'growth', 'project']"
2646,"['majority', 'company', 's', 'personnel', 'finland', 'temporarily', 'laid', 'week', 'period', 'february', 'june', 'period']"
4501,"['company', 'said', 'estimate', 'make', 'slight', 'profit', 'thanks', 'costcutting', 'measure']"
1942,"['marimekko', 'make', 'sort', 'colorful', 'little', 'impulse', 'buy', 'umbrella', 'baby', 'bib', 'change', 'purse', 'sale', 'better', 'advantage', 'shopper', 'ca', 'nt', 'commit', 'furniture', 'want', 'piece', 'action']"
1023,['welcome']
1784,"['kesko', 'agro', 'lietuva', 'agricultural', 'machinery', 'grain', 'trader', 'member', 'kesko', 'group', 'boosted', 'sale', 'percent', 'million', 'euro', 'vat', 'inclusive']"
3409,"['name', 'released']"
1270,"['jawad', 'williams', 'scored', 'point', 'impressive', 'debut', 'jerusalem', 'jason', 'rich', 'adding', 'yuval', 'naimi', 'chipping', 'point', 'hapoel', 'visit', 'yellowandblue', 'week']"
2302,"['tectia', 'corporation', 'hel', 'tecv', 'provider', 'realtime', 'security', 'solution', 'today', 'announced', 'appointed', 'lanlan', 'provider', 'service', 'uk', 'distribute', 'data', 'security', 'manage', 'file', 'transfer', 'software']"
809,"['finnish', 'outokumpu', 'technology', 'awarded', 'new', 'grinding', 'technology', 'contract']"
978,"['company', 'negotiated', 'amendment', 'financial', 'covenant', 'present', 'credit', 'agreement', 'regard', 'situation', 'september']"
3821,"['decision', 'group', 'agrees', 'import', 'estonian', 'meat', 'meat', 'product', 'finland', 'paper', 'added']"
4622,"['huhtamaki', 'market', 's', 'biggest', 'faller', 'pct', 'lower', 'eur', 'omx', 'helsinki', 'pct', 'higher', 'omx', 'helsinki', 'pct']"
1532,"['resting', 'comfortably', 'looking', 'forward', 'getting', 'work']"
4596,"['group', 's', 'operating', 'loss', 'eur', 'mn', 'profit', 'eur', 'mn']"
1840,"['companiesandmarketscom', 'provides', 'wide', 'range', 'research', 'report', 'industry', 'statistic', 'competitive', 'intelligence', 'industrial', 'sector']"
4189,"['finnish', 'electrical', 'component', 'maker', 'salcomp', 'oyj', 'hel', 'salv', 'announced', 'today', 'launch', 'latest', 'twist', 'charger', 'platform']"
1360,"['company', 'design', 'manufacture', 'market', 'highquality', 'clothing', 'interior', 'decoration', 'textile', 'bag', 'accessory']"
2820,"['point', 'spread', 'iran', 'iraq']"
4293,"['neste', 'oil', 'responded', 'challenge', 'posed', 'european', 'union', 's', 'target', 'biofuels', 'accounting', 'traffic', 'fuel', 'usage', 'eu', 'developing', 'nexbtl', 'technology', 'producing', 'diesel', 'fuel', 'renewables', 'federation', 'said']"
174,"['operating', 'profit', 'turnover', 'sixmonth', 'period', 'increased', 'respectively', 'eur', 'm', 'eur', 'm', 'compared', 'corresponding', 'period']"
4735,"['company', 'saw', 'net', 'profit', 'quarter', 'eur', 'm', 'eur', 'm', 'corresponding', 'period']"
1774,"['december', 'finnishgerman', 'telecom', 'equipment', 'maker', 'nokia', 'siemens', 'network', 'said', 'today', 'won', 'contract', 'upgrade', 'radio', 'network', 'homebased', 'telecommunication', 'company', 'elisa', 'oyj', 'hel', 'eliv']"
1351,"['agreement', 'valid', 'year']"
4326,"['layoff', 'place', 'suomussalmi', 'kuhmo', 'plant', 'autumn', 'result', 'codetermination', 'negotiation', 'held']"
217,"['second', 'quarter', 'group', 's', 'net', 'profit', 'rose', 'eur', 'million', 'eur', 'million', 'apriljune']"
3707,"['operating', 'profit', 'operation', 'finland', 'period', 'review', 'totaled', 'eur', 'mn', 'remaining', 'level']"
3525,"['industrial', 'stock', 'metso', 'added', 'pct', 'eur', 'wartsila', 'b', 'pct', 'eur', 'rautaruukki', 'k', 'pct', 'lower', 'eur']"
690,"['finnish', 'sampo', 'bank', 'danish', 'danske', 'bank', 'group', 'report', 'profit', 'tax', 'eur', 'mn', 'eur', 'mn']"
4038,"['operating', 'loss', 'totalled', 'eur', 'mn', 'compared', 'profit', 'eur', 'mn', 'second', 'quarter']"
2123,"['marimekko', 'group', 's', 'net', 'sale', 'eur', 'thousand', 'eur', 'thousand', 'operating', 'profit', 'eur', 'thousand', 'eur', 'thousand']"
4227,"['panostaja', 'oyj', 's', 'board', 'decided', 'organisational', 'meeting', 'held', 'completion', 'agm', 'implement', 'agm', 'decision', 'concerning', 'board', 'member', 'fee', 'paid', 'share', 'way', 'share', 'transferred', 'quarterly', 'basis', 'date', 'following', 'publication', 'quarterlyannual', 'report']"
1106,"['reward', 'paid', 'basis', 'earning', 'period', 'correspond', 'value', 'maximum', 'total', 'componenta', 'corporation', 'share', 'including', 'proportion', 'paid', 'cash']"
1391,"['joint', 'venture', 'planning', 'quick', 'timetable', 'negotiating', 'lease', 'potential', 'wind', 'farm', 'area', 'charting', 'feasibility', 'wind', 'farm']"
4460,"['efore', 's', 'result', 'quarter', 'showed', 'faster', 'improvement', 'company', 'managed', 'better', 'source', 'component']"
1392,"['kyroskoski', 'investment', 'completed', 'late', 'ænekoski', 'investment', 'spring']"
3662,"['latin', 'america', 'currently', 'account', 'approximately', 'sale', 'tecnotree', 'company', 'president', 'ceo', 'eero', 'mertano', 'recently', 'told', 'bnamericas']"
3076,"['objective', 'yield', 'significant', 'turnover', 'russia', 'couple', 'year', 'say', 'solteq', 's', 'managing', 'director', 'hannu', 'ahola']"
4133,"['effect', 'remain', 'shortlived']"
576,"['test', 'larger', 'campaign', 'includes', 'various', 'customer', 'trial', 'demonstration', 'make', 'lte', 'mhz', 'commercially', 'viable', 'summer', 'nokia', 'siemens', 'head', 'lte', 'business', 'line', 'reino', 'tammela', 'said']"
1878,"['excited', 'working', 'maxi', 'commercial', 'deployment', 'master', 'maya', 'said', 'joe', 'doering', 'head', 'asia', 'south', 'region', 'nokia', 'siemens', 'network']"
4300,"['january', 'finnish', 'medium', 'company', 'alma', 'medium', 'corporation', 'hel', 'alnv', 'said', 'today', 'online', 'recruitment', 'service', 'monster', 'oy', 'partner', 'local', 'newspaper', 'publisher', 'suomen', 'lehtiyhtyma', 'listing', 'job', 'advertisement']"
1180,"['august', 'glaston', 's', 'north', 'asian', 'sale', 'service', 'region', 'upgraded', 'new', 'market', 'area', 'north', 'asia']"
888,"['topped', 'consensus', 'forecast', 'earnings', 'euro', 'share']"
4415,"['operating', 'loss', 'landed', 'eurm', 'including', 'oneoffs', 'eurm', 'excluding', 'oneoffs']"
4542,"['finnish', 'forestry', 'company', 'upmkymmene', 'waste', 'management', 'company', 'lassila', 'tikanoja', 'said', 'jan', 'planning', 'produce', 'ethanol', 'energy', 'commercial', 'industrial', 'waste']"
4439,"['market', 'continues', 'tight', 'magazine', 'paper', 'target', 'close', 'deal', 'end', 'year']"
817,"['according', 'ringman', 'finnish', 'paper', 'company', 'acquired', 'knowhow', 'capacity', 'paper', 'recycling', 'turned', 'successful', 'strategy']"
3109,"['s', 'business', 'sector', 'building', 'construction', 'infrastructure', 'construction', 'technical', 'building', 'service']"
208,"['ragutis', 'controlled', 'finnish', 'brewery', 'reported', 'percent', 'rise', 'beer', 'sale', 'million', 'litre', 'held', 'percent', 'market', 'share']"
293,"['fair', 'value', 'investment', 'property', 'totaled', 'eur', 'mn', 'eur', 'mn']"
1119,"['tikkurila', 'inspires', 'color', 'life']"
2103,"['finnish', 'logistics', 'information', 'solution', 'provider', 'solution', 'corporation', 'omx', 'helsinki', 'dsov', 'reported', 'wednesday', 'october', 'operating', 'profit', 'eur', 'm', 'net', 'sale', 'eur', 'm', 'period', 'januaryseptember']"
1921,"['finnish', 'daily', 'kauppalehti', 'surmise', 'finnish', 'supplier', 'rautaruukki', 'raised', 'price', 'aker', 's', 'comfort', 'zone']"
1264,"['positive', 'company', 'recruited', 'harri', 'koponen', 'ceo', 'according', 'affarsvarlden']"
990,"['order', 'awarded', 'outokumpu', 'technology', 'shalkiya', 'zinc', 'kazakhstan', 'shalkiya', 'zinclead', 'project', 'kazakhstan']"
4549,"['administrator', 'indicated', 'need', 'job', 'cut', 'irish', 'insurer', 'month']"
1375,"['effect', 'saving', 'noticeable', 'beginning']"
353,"['olvi', 'expects', 'sale', 'market', 'share', 'increase', 'quarter']"
4701,"['operating', 'profit', 'fell', 'eur', 'mn', 'eur', 'mn']"
3082,"['philip', 'available', 'comment', 'report']"
2886,"['featuring', 's', 'user', 'interface', 'gram', 'model', 'come', 'inch', 'quarter', 'vga', 'display', 'megabyte', 'internal', 'memory', 'expandable', 'micro', 'secure', 'digital', 'slot']"
2547,"['product', 'delivery', 'interrupted', 'refiner', 'said', 'giving', 'financial', 'detail']"
2892,"['financial', 'term', 'nt', 'disclosed']"
1228,"['furthermore', 'fully', 'electrically', 'driven', 'crane', 'environmentally', 'friendly']"
259,"['order', 'intake', 'grew', 'yearonyear', 'yearonyear', 'respectively', 'eur', 'million', 'eur', 'billion', 'respective', 'januaryseptember', 'julyseptember', 'period']"
2497,"['kemira', 'headquartered', 'helsinki', 'finland', 'international', 'chemical', 'group', 'comprising', 'business', 'area', 'kemira', 'pulp', 'paper', 'kemira', 'water', 'kemira', 'specialty', 'kemira', 'coating']"
1615,"['company', 'hoped', 'new', 'plant', 'stream', 'end']"
4754,"['operating', 'profit', 'totalled', 'eur', 'mn', 'eur', 'mn', 'quarter']"
2829,"['basware', 'invoice', 'processing', 'basware', 'contract', 'matching', 'basware', 'order', 'matching', 'basware', 'kpi', 'reporting', 'tool', 'basware', 's', 'enterprise', 'purchase', 'pay', 'product', 'suite']"
2417,"['basware', 'einvoices', 'oy', 'merged', 'parent', 'company', 'present', 'fiscal', 'period']"
52,"['framework', 'partnership', 'nokia', 'siemens', 'network', 'signed', 'initial', 'framework', 'purchase', 'agreement', 'sitronics', 'subsidiary', 'jsc', 'mikron', 'largest', 'manufacturer', 'exporter', 'microelectronic', 'component', 'russia']"
1874,"['company', 'sq', 'm', 'office', 'commercial', 'building', 'substantial', 'building', 'right', 'new', 'shopping', 'center', 'liljeholmen', 'stockholm']"
1672,"['pc', 'application', 'allows', 'user', 'copy', 'file', 'data', 'nokia', 'mobile', 'device', 'computer', 'create', 'backup', 'content']"
2086,"['corporate', 'update', 'c', 'm', 'communication', 'finnish', 'technology', 'group', 'teleste', 'corporation', 'omx', 'helsinki', 'tltv', 'reported', 'wednesday', 'february', 'operating', 'profit', 'eur', 'm', 'net', 'sale', 'eur', 'm', 'year']"
